Project Name,Project Amount,Project Platform,Interest Rate,Project Status,Project Siren,Project Duration,Project Due Date,Project Type,Project Periodicity,Note Plateforme,Project Comment
Editions 21,50000.0,lendopolis,6.0,Clos,431399997,24,13/09/2018,amortizing,monthly,A,reimbursed
Groupe Reaumur France,1000000.0,lendopolis,10.0,Clos,483889044,36,15/10/2018,amortizing,quarterly,,reimbursed
SARL MONTAUT ET FILS,200000.0,credit.fr,6.2,Clos,440706307,24,11/09/2018,amortizing,monthly,B,reimbursed
OPTICAL DEVELOPPEMENT,125000.0,credit.fr,7.2,Clos,522444280,48,07/09/2018,amortizing,monthly,B,reimbursed
Breizh Wash,68000.0,myoptions,8.0,Clos,811350339,36,28/12/2018,amortizing,monthly,8,reimbursed
Tenergie en Haute-Garonne,12350.0,enerfip,6.0,Clos,528774078,42,15/10/2018,bullet,annual,,reimbursed
La forme au naturel II,40000.0,prexem,7.6,clos,812056406,24,05/09/2018,amortizing,monthly,B,reimbursed
Ouverture d'une cave à vins à Montfort l'Amaury,20000.0,lesentrepreteurs,9.0,Clos,841471352,48,30/09/2018,amortizing,monthly,D,reimbursed
Commerce de proximité hors alimentaire - Toulouse,35000.0,unilend,5.3,Clos,341699676,6,05/09/2018,amortizing,monthly,"3,5",reimbursed
Fulgurances l'Adresse,30000.0,bolden,7.5,Clos,807728340,24,03/09/2018,amortizing,monthly,C,reimbursed
SARL AMBULANCE TAXI GRANGE,50000.0,pretup,8.5,Clos,450544911,24,03/09/2018,amortizing,monthly,C,reimbursed
Bolden Specialty Finance - 7,310052.0,bolden,0.0,Clos,,66,31/08/2018,amortizing,monthly,A,reimbursed
Tripartite,260000.0,lendix,4.2,Clos,439498353,12,31/08/2018,amortizing,monthly,B+,reimbursed
ACEI,100000.0,credit.fr,6.7,Clos,485240493,36,31/08/2018,amortizing,monthly,B,reimbursed
REZULTAT CONSULTING,130000.0,credit.fr,6.7,Clos,797614427,36,30/08/2018,amortizing,monthly,B,reimbursed
IMMEDIA,52000.0,lendix,6.5,Clos,403084478,24,31/08/2018,amortizing,monthly,C,reimbursed
Emosense,139000.0,lendix,6.5,Clos,519870372,24,31/08/2018,amortizing,monthly,C,reimbursed
One Works,1500000.0,lendix,5.5,Clos,05811040962,36,07/09/2018,delayed,monthly,B,reimbursed
L.A.M.,250000.0,lendix,5.0,Clos,00490870367,36,29/08/2018,amortizing,monthly,B+,reimbursed
LA MARINGOISE,50000.0,credit.fr,7.8,Clos,350486783,36,24/08/2018,amortizing,monthly,C,reimbursed
LORRAINE LOISIRS AVENTURES,150000.0,pretup,7.0,Clos,479703449,24,29/08/2018,amortizing,monthly,A,reimbursed
INNOVENT,1000000.0,lendosphere,0.0,Clos,435362710,0,08/06/2023,amortizing,biannual,0,reimbursed
Patrice Houot,75000.0,bolden,6.7,Clos,385304563,36,19/08/2018,amortizing,monthly,B,reimbursed
SNOW CLUB,50000.0,credit.fr,7.8,Clos,451788293,36,10/08/2018,amortizing,monthly,C,reimbursed
Optimyse,50000.0,lendix,6.0,Clos,791921810,24,13/08/2018,amortizing,monthly,C,reimbursed
KNOW YOUR PEOPLE,50000.0,credit.fr,6.7,Clos,808840102,36,09/08/2018,amortizing,monthly,B,reimbursed
GROUPE IMMO 30,50000.0,credit.fr,6.7,Clos,432036234,36,09/08/2018,amortizing,monthly,B,reimbursed
Spirale,500000.0,wesharebonds,7.0,Clos,326913340,48,06/08/2018,amortizing,monthly,,reimbursed
3CSUD,20000.0,credit.fr,6.7,Clos,538065590,36,06/08/2018,amortizing,monthly,B,reimbursed
Commerce de proximité hors alimentaire - Toulouse,25000.0,unilend,6.3,Clos,808128144,12,03/08/2018,amortizing,monthly,3,reimbursed
R.D. MANUTENTION,300000.0,credit.fr,6.1,Clos,717350110,48,07/08/2018,amortizing,monthly,B+,reimbursed
Cantiere Del Pardo,300000.0,lendix,4.9,Clos,03869300404,30,02/08/2018,amortizing,monthly,B,reimbursed
Financière de l'Arve,2100000.0,lendix,4.25,Clos,453507931,30,08/08/2018,amortizing,monthly,B+,reimbursed
Empresa confidencial,2000000.0,lendix,4.65,Clos,A12345678,36,01/08/2018,amortizing,monthly,B+,reimbursed
Commerce de proximité hors alimentaire - Toulouse,65000.0,unilend,5.3,Clos,341699676,9,06/08/2018,amortizing,monthly,3.5,reimbursed
Holding Benoît,120000.0,lendopolis,6.25,Clos,523011989,48,10/09/2018,amortizing,monthly,,reimbursed
Groupe Parot,820000.0,lendix,4.1,Clos,349214825,36,31/07/2018,amortizing,monthly,B+,reimbursed
Rand Frères,1450000.0,lendix,5.75,Clos,572059145,36,31/07/2018,amortizing,monthly,B,reimbursed
Movipack,120000.0,lendix,7.0,Clos,03836670160,36,31/07/2018,amortizing,monthly,C,reimbursed
Commerce de proximité hors alimentaire - Franconville,200000.0,unilend,5.8,Clos,478377153,12,01/08/2018,amortizing,monthly,"3,5",reimbursed
Bolden Specialty Finance - 6,871260.0,bolden,0.0,Clos,,66,31/07/2018,amortizing,monthly,A,reimbursed
LMCS,36500.0,lendix,7.25,Clos,798483772,24,31/07/2018,amortizing,monthly,C,reimbursed
CULTIVAL,100000.0,credit.fr,6.7,Clos,429945447,36,27/07/2018,amortizing,monthly,B,reimbursed
SARL SBC,300000.0,credit.fr,6.7,Clos,750592511,36,30/07/2018,amortizing,monthly,B,reimbursed
Altea Patrimoine,166000.0,lendix,5.05,Clos,491818100,36,31/07/2018,amortizing,monthly,B,reimbursed
Bois Chardon,150000.0,enerfip,4.0,Clos,395388739,36,13/09/2018,amortizing,quarterly,,reimbursed
Hotel Economique Catalunya SL,300000.0,lendix,6.0,Clos,B55138770,48,27/07/2018,amortizing,monthly,B,reimbursed
SAS LES CHENEAUX ENERGIE,20000.0,credit.fr,5.6,Clos,518754411,36,23/07/2018,amortizing,monthly,B+,reimbursed
AXIALIS,50000.0,credit.fr,6.7,Clos,480539212,36,23/07/2018,amortizing,monthly,B,reimbursed
BASSI JOEL PASCAL,30000.0,credit.fr,6.7,Clos,451269575,36,23/07/2018,amortizing,monthly,B,reimbursed
CLIVEMAN,50000.0,lendix,5.4,Clos,528711898,24,20/07/2018,amortizing,monthly,B,reimbursed
Come To Paris,150000.0,bolden,6.0,Clos,531208494,36,31/07/2018,amortizing,monthly,A,reimbursed
BALDUYCKPIZZ,25000.0,pretup,8.5,Clos,794925255,36,18/07/2018,amortizing,monthly,C,reimbursed
MIC-MAC PATISSERIE,70000.0,credit.fr,7.8,Clos,513310003,36,18/07/2018,amortizing,monthly,C,reimbursed
Bold - 2,100000.0,bolden,5.8,Clos,835143751,18,01/08/2018,amortizing,monthly,A,reimbursed
Aramo Gestión SL,80000.0,lendix,5.65,Clos,B74277088,36,23/07/2018,amortizing,monthly,B,reimbursed
Verywell,200000.0,lendix,5.95,Clos,499393452,48,16/07/2018,amortizing,monthly,B,reimbursed
Editions 21,75000.0,lendopolis,6.0,Clos,431399997,24,24/07/2018,amortizing,monthly,B,reimbursed
Nexyad,130000.0,bolden,7.0,Clos,400081543,36,31/07/2018,amortizing,monthly,B,reimbursed
SOCIETE TELEPHONIQUE CEVENOLE PROVENCALE,25000.0,credit.fr,7.8,Clos,326206000,36,13/07/2018,amortizing,monthly,C,reimbursed
SARRAF ANNE FRANCOISE ALEXIA SYLVIE,60000.0,credit.fr,5.6,Clos,532870391,36,13/07/2018,amortizing,monthly,B+,reimbursed
Société Marcel Fleiss,104000.0,lendix,3.4,Clos,542018858,24,13/07/2018,amortizing,monthly,A,reimbursed
Repas au Canada,25000.0,prexem,6.5,clos,479579070,24,12/07/2018,amortizing,monthly,B+,reimbursed
MICHEL SIMOND DEVELOPPEMENT,200000.0,credit.fr,6.7,Clos,418101267,36,12/07/2018,amortizing,monthly,B,reimbursed
C.M.D. Costruzioni Motori Diesel,2000000.0,lendix,4.5,Clos,05913290630,30,20/07/2018,amortizing,monthly,B+,reimbursed
TFOCONSEIL,50000.0,pretup,8.75,Clos,804246502,24,12/07/2018,amortizing,monthly,D,reimbursed
GRAVIERE  MICHEL,50000.0,credit.fr,6.7,Clos,452865306,36,12/07/2018,amortizing,monthly,B,reimbursed
ATELIER ISABELLE LINSKI,20000.0,credit.fr,7.8,Clos,340766070,36,12/07/2018,amortizing,monthly,C,reimbursed
A PROPOS DE L'EQUIPE DE CO-DEVELOPPEMENT,70950.0,lendosphere,0.0,Clos,503450462,0,04/10/2018,amortizing,quarterly,0,reimbursed
Développement Baïla Pizza France,90000.0,lesentrepreteurs,9.0,Clos,524080629,36,16/08/2018,amortizing,monthly,D,reimbursed
Essor,1030000.0,lendix,7.5,Clos,434585774,36,09/07/2018,amortizing,monthly,B,reimbursed
SARL DES 2 L,22000.0,pretup,8.5,Clos,492804174,36,06/07/2018,amortizing,monthly,C,reimbursed
D2H RESEAU QUALITY AIR,40000.0,credit.fr,7.3,Clos,504186545,24,06/07/2018,amortizing,monthly,C,reimbursed
Les Arches Métropole,330000.0,lendopolis,9.0,Clos,452369721,15,23/07/2018,amortizing,monthly,C,reimbursed
Commerce de proximité hors alimentaire - Toulouse,85000.0,unilend,5.3,Clos,341699676,12,09/07/2018,amortizing,monthly,3.5,reimbursed
M.G. FAURE,35000.0,pretup,8.5,Clos,348385188,24,04/07/2018,amortizing,monthly,C,reimbursed
ORTHOS SECURITY & EVENT,50000.0,pretup,8.5,Clos,821057072,18,04/07/2018,amortizing,monthly,C,reimbursed
Saint Maur Styles,416000.0,lendix,6.35,Clos,820171171,36,30/06/2018,delayed,monthly,C,reimbursed
Commerce de proximité hors alimentaire - Aix-les-Bains,100000.0,unilend,6.8,Clos,453550998,48,09/07/2018,amortizing,monthly,3.5,reimbursed
GROUPE S21,75000.0,pretup,8.5,Clos,483154001,36,01/07/2018,amortizing,monthly,C,reimbursed
Bolden Specialty Finance - 5,762880.0,bolden,0.0,Clos,,66,29/06/2018,amortizing,monthly,A,reimbursed
Troc de l'ile,415000.0,lendix,6.2,Clos,401262944,36,30/06/2018,amortizing,monthly,C,reimbursed
BTP / construction - Bonne ,20000.0,unilend,5.8,Clos,810192120,24,02/07/2018,amortizing,monthly,3.5,reimbursed
R&B Cardinal,40000.0,bolden,7.6,Clos,489377283,24,28/06/2018,amortizing,monthly,C,reimbursed
Filati Biagioli Modesto,500000.0,lendix,5.7,Clos,00509010476,36,28/06/2018,amortizing,monthly,B,reimbursed
Synergym Mijas Costa,600000.0,lendix,5.5,Clos,B93325975,36,29/06/2018,amortizing,monthly,B,reimbursed
COOLDRIVE,30000.0,credit.fr,7.3,Clos,530434273,24,27/06/2018,amortizing,monthly,C,reimbursed
ETABLISSEMENTS BESSIER,154500.0,credit.fr,6.7,Clos,320878481,36,27/06/2018,amortizing,monthly,B,reimbursed
B.Y.S.,154500.0,credit.fr,6.1,Clos,417783628,48,03/07/2018,amortizing,monthly,B+,reimbursed
C.O.D. FORMATION,120000.0,credit.fr,6.7,Clos,437996259,36,27/06/2018,amortizing,monthly,B,reimbursed
C.M.L. Engineering,400000.0,lendix,6.2,Clos,06702550960,48,26/06/2018,amortizing,monthly,B,reimbursed
AOC Médoc II,15000.0,prexem,6.8,clos,505320689,24,26/06/2018,amortizing,monthly,B+,reimbursed
VETIBAUD,20000.0,credit.fr,6.8,Clos,752322974,12,26/06/2018,amortizing,monthly,C,reimbursed
VELOCITA ENERGIES,200000.0,lendosphere,0.0,Clos,795154418,0,28/09/2018,amortizing,biannual,0,reimbursed
A PROPOS DE L'EQUIPE DE CO-DEVELOPPEMENT,50750.0,lendosphere,0.0,Clos,503450462,0,03/10/2018,amortizing,quarterly,0,reimbursed
Trofeos y Medallas Deportivas SL,60000.0,lendix,6.75,Clos,B53757027,48,28/06/2018,amortizing,monthly,B,reimbursed
Sereema,399970.0,enerfip,6.5,Clos,810683078,36,14/08/2018,bullet,annual,,reimbursed
CAP SUD,1800000.0,lendosphere,6.0,Clos,,0,02/10/2018,bullet,annual,0,reimbursed
Versaserv,75000.0,lendopolis,6.0,Clos,491118881,36,20/06/2018,amortizing,monthly,B,reimbursed
Penser Mieux L'Energie,400000.0,wesharebonds,6.5,Clos,809378052,12,18/06/2018,bullet,monthly,D,reimbursed
OLSEN CAROLE,40000.0,credit.fr,7.8,Clos,394927792,36,19/06/2018,amortizing,monthly,C,reimbursed
AVENIR ENERGIE,110000.0,credit.fr,6.7,Clos,537442352,36,19/06/2018,amortizing,monthly,B,reimbursed
MyWelly,75000.0,prexem,8.8,clos,821347259,24,19/07/2018,amortizing,monthly,C,reimbursed
Iléo Conseil,60000.0,lendopolis,6.75,Clos,502152226,36,18/06/2018,amortizing,monthly,,reimbursed
PROMOCEAN,515000.0,credit.fr,7.8,Clos,382671014,36,20/06/2018,amortizing,monthly,C,reimbursed
Lumière connectée,10000.0,prexem,7.1,clos,819740101,12,18/06/2018,amortizing,monthly,B,reimbursed
AADRI OMAR,50000.0,credit.fr,7.3,Clos,407750371,24,14/06/2018,amortizing,monthly,C,reimbursed
IRISOLAR 9,330000.0,lendopolis,6.0,Clos,752343749,48,25/06/2018,bullet,quarterly,A,reimbursed
Farmahealth S.N.C.,500000.0,lendix,6.2,Clos,05885201219,48,14/06/2018,amortizing,monthly,B,reimbursed
MANUMA,150000.0,credit.fr,7.2,Clos,433855574,48,14/06/2018,amortizing,monthly,B,reimbursed
CONERSOL,100013.0,pretup,8.5,Clos,518750294,12,13/06/2018,amortizing,monthly,C,reimbursed
Editions 21,50000.0,lendopolis,6.0,Clos,431399997,24,11/06/2018,amortizing,monthly,A,reimbursed
VALOREM,700000.0,lendosphere,0.0,Clos,,0,08/06/2023,amortizing,monthly,0,reimbursed
Habitat Parisien Invest,600000.0,wesharebonds,5.0,Clos,834369050,24,10/06/2018,bullet,monthly,B,reimbursed
Construcciones Reformas y Fachadas Condal,200000.0,lendix,6.55,Clos,B64756208,36,15/06/2018,amortizing,monthly,B,reimbursed
GLOCAL DIFFUSION,92700.0,credit.fr,6.2,Clos,509555702,24,07/06/2018,amortizing,monthly,B,reimbursed
MMS Meteor Mobile Solutions,50000.0,lendix,5.5,Clos,03600610277,36,06/06/2018,amortizing,monthly,B,reimbursed
ABH PARTNERS,100000.0,credit.fr,5.6,Clos,532794856,36,08/06/2018,amortizing,monthly,B+,reimbursed
HAPPY EVEIL,50004.0,pretup,8.5,Clos,818234825,36,04/06/2018,amortizing,monthly,C,reimbursed
Prodware SA,3600000.0,lendix,3.6,Clos,352335962,60,31/05/2018,amortizing,monthly,A,reimbursed
Entreprise de Second Oeuvre,100000.0,bolden,5.9,Clos,798282091,18,17/06/2018,amortizing,monthly,A,reimbursed
AX2LAN,30000.0,credit.fr,6.7,Clos,801982851,36,08/06/2018,amortizing,monthly,B,reimbursed
Bolden Specialty Finance - 4,354345.0,bolden,0.0,Clos,,66,30/05/2018,amortizing,monthly,A,reimbursed
EDITION UN AUTRE REG'ART,12000.0,pretup,8.5,Clos,500796974,36,29/05/2018,amortizing,monthly,C,reimbursed
NVP #02,550000.0,lendix,6.1,Clos,02916630839,36,30/05/2018,amortizing,monthly,B,reimbursed
Reprise d'un bar-glacier à Pézenas,22000.0,lesentrepreteurs,9.0,Clos,533706420,48,16/06/2018,amortizing,monthly,D,reimbursed
Ideal Formation - 2,100000.0,bolden,6.5,Clos,394906192,36,22/06/2018,amortizing,monthly,B,reimbursed
LBL CONSULTING,220000.0,credit.fr,5.6,Clos,507942332,36,28/05/2018,amortizing,monthly,B+,reimbursed
Renforcement capacités de production A.F.L. Fermetures,50000.0,lesentrepreteurs,9.0,Clos,529096794,36,15/06/2018,amortizing,monthly,D,reimbursed
Editions 21,50000.0,lendopolis,6.0,Clos,431399997,24,24/05/2018,amortizing,monthly,A,reimbursed
HERMES TECHONOLOGIES,75000.0,credit.fr,6.7,Clos,442186334,36,23/05/2018,amortizing,monthly,B,reimbursed
Industrie / mécanique - Meyzieu,250000.0,unilend,6.6,Clos,330632365,60,08/06/2018,amortizing,monthly,4,reimbursed
EDPR,80000.0,lendosphere,0.0,Clos,797610730,0,31/08/2018,amortizing,quarterly,0,reimbursed
SAI NUTRITION,100000.0,credit.fr,8.3,Clos,403856818,48,22/05/2018,amortizing,monthly,C,reimbursed
DEBOSSELAGE SANS PEINTURE 31,40000.0,credit.fr,6.7,Clos,793338559,36,22/05/2018,amortizing,monthly,B,reimbursed
Au coin du feu II,10000.0,prexem,7.3,clos,538202482,24,18/05/2018,amortizing,monthly,B,reimbursed
OERTHEL JEAN MARC,20000.0,credit.fr,7.8,Clos,499361921,36,18/05/2018,amortizing,monthly,C,reimbursed
BRICO SERVICE DU QUEYRON,26000.0,pretup,8.5,Clos,819699935,36,16/05/2018,amortizing,monthly,C,reimbursed
REVETEMENTS SUPERFICIELS NORMANDS,50000.0,credit.fr,6.7,Clos,522454693,36,16/05/2018,amortizing,monthly,B,reimbursed
Langa en Meuse,300000.0,enerfip,6.0,Clos,504613159,24,19/07/2018,bullet,biannual,,reimbursed
Beka Transport,150000.0,wesharebonds,6.0,Clos,498492461,36,14/05/2018,amortizing,monthly,C,reimbursed
Mondo Verde Casa e Giardino,300000.0,lendix,7.5,Clos,04247470489,48,14/05/2018,amortizing,monthly,C,reimbursed
Groupe WS,55000.0,bolden,7.0,Clos,819552381,36,25/05/2018,amortizing,monthly,B,reimbursed
Tera,65000.0,lendopolis,8.25,Clos,751218793,60,09/05/2018,amortizing,monthly,B,reimbursed
CULTIVAL,200000.0,credit.fr,6.7,Clos,429945447,36,09/05/2018,amortizing,monthly,B,reimbursed
Aménagement d'un espace snack,25000.0,lesentrepreteurs,9.0,Clos,518660188,36,21/05/2018,amortizing,monthly,D,reimbursed
SARL PERRON,20000.0,credit.fr,7.8,Clos,381657139,36,11/05/2018,amortizing,monthly,C,reimbursed
SOLEILLANS,100000.0,pretup,8.5,Clos,794574277,36,26/05/2018,amortizing,monthly,C,reimbursed
HEMMER ET LAGARDE,110000.0,pretup,7.0,Clos,384351821,36,02/06/2018,amortizing,monthly,B,reimbursed
Latitudes 23,80000.0,bolden,6.3,Clos,532834678,36,28/05/2018,amortizing,monthly,B,reimbursed
Guide du prêteur galactique III,120000.0,prexem,6.2,clos,488181348,12,07/05/2018,amortizing,monthly,A,reimbursed
Solvionic #2,31500.0,lendix,4.8,Clos,448566182,24,04/05/2018,amortizing,monthly,B,reimbursed
FRANCE CACAO SARL,100000.0,credit.fr,7.2,Clos,439296187,48,30/04/2018,amortizing,monthly,B,reimbursed
Regourd Aviation #4,2060000.0,lendix,4.5,Clos,309446276,18,30/04/2018,delayed,monthly,B,reimbursed
Arcesi Occitanie #2,260000.0,lendix,4.45,Clos,791974462,36,30/04/2018,amortizing,monthly,B+,reimbursed
Rénovation de bureaux situés rue Braque à Paris,40000.0,lesentrepreteurs,7.0,Clos,822344594,24,21/05/2018,amortizing,monthly,D,reimbursed
LOCAVAC,50000.0,pretup,7.0,Clos,790023667,36,28/04/2018,amortizing,monthly,B,reimbursed
Ouverture d'un nouvel établissement à Nîmes,50000.0,lesentrepreteurs,8.5,Clos,490194248,36,21/05/2018,amortizing,monthly,D,reimbursed
Bolden Specialty Finance - 3,561969.0,bolden,0.0,Clos,,66,26/04/2018,amortizing,monthly,A,reimbursed
Jade 1,40000.0,bolden,7.0,Clos,822925301,24,30/04/2018,amortizing,monthly,B,reimbursed
U3,21000.0,credit.fr,5.1,Clos,448699090,24,26/04/2018,amortizing,monthly,B+,reimbursed
MERIM SERVICES,200000.0,credit.fr,6.8,Clos,421708504,12,26/04/2018,amortizing,monthly,C,reimbursed
BTP / construction - Sallertaine,100000.0,unilend,6.3,Clos,479415325,36,30/04/2018,amortizing,monthly,,reimbursed
My Webspot,140000.0,bolden,8.3,Clos,805113156,24,25/05/2018,amortizing,monthly,D,reimbursed
Ariostea M.H.S.,750000.0,lendix,5.8,Clos,03379350980,48,26/04/2018,amortizing,monthly,B,reimbursed
Inks #2,147000.0,lendix,5.5,Clos,504454463,48,25/04/2018,amortizing,monthly,B,reimbursed
NUCLEOSUN,350000.0,lendosphere,7.0,Clos,537413700,0,07/06/2018,amortizing,annual,0,reimbursed
BEKA TRANSPORT,40500.0,credit.fr,5.6,Clos,498492461,36,24/04/2018,amortizing,monthly,B+,reimbursed
Jamones Arroyo,500000.0,lendix,6.0,Clos,B13018924,48,30/04/2018,amortizing,monthly,B,reimbursed
COMMUNE DE MALAUNAY,50000.0,lendosphere,2.25,Clos,217604024,0,26/06/2018,amortizing,annual,0,reimbursed
CPS,1050000.0,lendix,5.9,Clos,480012277,42,23/04/2018,amortizing,monthly,B,reimbursed
Travaux de rénovation pour l'ouverture d'un showroom parisien,60000.0,lesentrepreteurs,7.0,Clos,822344594,24,21/05/2018,amortizing,monthly,B,reimbursed
RS CYCLES,11009.0,pretup,8.5,Clos,528145758,24,18/04/2018,amortizing,monthly,C,reimbursed
L.F. IMPORT,100000.0,pretup,8.5,Clos,321439440,36,28/04/2018,amortizing,monthly,C,reimbursed
Bold,120000.0,bolden,5.8,Clos,835143751,18,10/05/2018,amortizing,monthly,A,reimbursed
isahit,100000.0,solylend,6.0,Clos,812570604,24,04/06/2018,amortizing,monthly,,reimbursed
CAMPING LES CHENES,20000.0,credit.fr,7.3,Clos,394768758,24,18/04/2018,amortizing,monthly,C,reimbursed
TRIOPTIQUAL,25000.0,credit.fr,5.7,Clos,808321038,12,18/04/2018,amortizing,monthly,B,reimbursed
Kidz Global - 2,154000.0,bolden,6.9,Clos,528421936,24,17/05/2018,amortizing,monthly,B,reimbursed
Valorem,59050.0,lendosphere,0.0,Clos,395388739,0,12/06/2018,amortizing,quarterly,,reimbursed
CG CONSULTING,30000.0,credit.fr,7.3,Clos,751544099,24,18/04/2018,amortizing,monthly,C,reimbursed
Tenergie,30000.0,lendosphere,5.5,Clos,528774078,0,10/08/2018,bullet,biannual,0,reimbursed
TENERGIE PHOENIX 2,50000.0,lendosphere,5.5,Clos,528774078,0,30/07/2018,bullet,biannual,0,reimbursed
Immochan,36300.0,lendopolis,4.5,Clos,428803746,24,16/04/2018,amortizing,monthly,A,reimbursed
Tempobac Restoleil,1557000.0,lendix,6.0,Clos,340318245,60,17/04/2018,amortizing,monthly,B,reimbursed
EURL LE PRIMEUR PALAVASIEN,40000.0,credit.fr,6.7,Clos,479295834,36,13/04/2018,amortizing,monthly,B,reimbursed
Work & Sleep,90000.0,prexem,7.0,clos,819552381,36,27/04/2018,amortizing,monthly,B+,reimbursed
Merci Jérôme Développement,100000.0,lendopolis,6.75,Clos,521788380,36,13/04/2018,amortizing,monthly,B,reimbursed
Informatique et télécommunications                                 - Draguignan,120000.0,unilend,6.3,Clos,508356730,36,14/04/2018,amortizing,monthly,,reimbursed
INVEST,35000.0,pretup,8.5,Clos,799160775,36,12/04/2018,amortizing,monthly,C,reimbursed
Jacques & Demeter,55000.0,bolden,6.9,Clos,534281514,36,19/04/2018,amortizing,monthly,B,reimbursed
Oracom,80000.0,lendopolis,5.25,Clos,397522657,36,02/05/2018,amortizing,monthly,A,reimbursed
Eco Apex 4,400000.0,lendopolis,6.0,Clos,828242115,48,15/05/2018,amortizing,monthly,A,reimbursed
VELOCITA ENERGIES,100000.0,lendosphere,5.0,Clos,795154418,0,25/05/2018,amortizing,biannual,,reimbursed
La Manufacture Paris,104000.0,lendix,6.2,Clos,534572193,36,11/04/2018,amortizing,monthly,C,reimbursed
QUATR'AS,50000.0,credit.fr,6.1,Clos,795134766,48,11/04/2018,amortizing,monthly,B+,reimbursed
The Architectes - 2,40000.0,bolden,7.0,Clos,518645155,12,10/04/2018,amortizing,monthly,B,reimbursed
Stock 1er Grands Crus Classés – 2 millésimes,40000.0,lesentrepreteurs,5.5,Clos,833799042,36,16/05/2018,bullet,monthly,A,reimbursed
Stock de champagnes prestigieux,30000.0,lesentrepreteurs,4.5,Clos,833799042,36,16/05/2018,bullet,monthly,A,reimbursed
Stock de vins prestigieux Vallée du Rhône,50000.0,lesentrepreteurs,5.0,Clos,833799042,36,16/05/2018,bullet,monthly,A,reimbursed
Stock de vins prestigieux de Bourgogne,60000.0,lesentrepreteurs,4.5,Clos,833799042,36,16/05/2018,bullet,monthly,A,reimbursed
Stock de vins prestigieux de Bordeaux,60000.0,lesentrepreteurs,5.0,Clos,833799042,36,16/05/2018,bullet,monthly,A,reimbursed
Stock 1er Grands Crus Classés – 3 millésimes,60000.0,lesentrepreteurs,5.5,Clos,833799042,36,16/05/2018,bullet,monthly,A,reimbursed
Intercard,55000.0,lendix,3.5,Clos,450257290,36,09/04/2018,amortizing,monthly,A,reimbursed
QUINTESSENSE,20000.0,credit.fr,7.8,Clos,533175964,36,09/04/2018,amortizing,monthly,C,reimbursed
Le Black Jack,20000.0,prexem,6.7,clos,799866793,24,06/04/2018,amortizing,monthly,B+,reimbursed
Aussac-Vadalle,150000.0,enerfip,6.0,Clos,824538912,24,17/05/2018,bullet,biannual,,reimbursed
Velocita Energies,2200000.0,lendosphere,5.5,Clos,795154418,0,18/07/2018,amortizing,biannual,,reimbursed
L3M,85000.0,credit.fr,5.6,Clos,533026951,36,06/04/2018,amortizing,monthly,B+,reimbursed
LA GANGEOISE DU SPORT,154500.0,credit.fr,7.2,Clos,438318651,48,05/04/2018,amortizing,monthly,B,reimbursed
Exfilo - 3,100000.0,bolden,6.9,Clos,530160795,36,26/04/2018,amortizing,monthly,B,reimbursed
Samedivin - 3,130000.0,bolden,6.1,Clos,515164705,36,26/04/2018,amortizing,monthly,B,reimbursed
Limsa Corpo SL,300000.0,lendix,5.5,Clos,B58477886,36,30/03/2018,amortizing,monthly,B,reimbursed
Courtway,45000.0,lendopolis,9.5,Clos,830678017,60,28/03/2018,amortizing,monthly,B,reimbursed
TOULOUSE FINANCEMENT IMMOBILIER,40000.0,credit.fr,6.1,Clos,753122746,48,28/03/2018,amortizing,monthly,B+,reimbursed
Digital Progress,40000.0,lendix,5.95,Clos,478807209,12,29/03/2018,amortizing,monthly,C,reimbursed
FIDUCIL,20000.0,credit.fr,6.7,Clos,481964526,36,28/03/2018,amortizing,monthly,B,reimbursed
URBADOC,30000.0,credit.fr,6.2,Clos,483723722,24,27/03/2018,amortizing,monthly,B,reimbursed
PANDELON GERALD,30001.0,pretup,8.5,Clos,488563636,36,23/03/2018,amortizing,monthly,C,reimbursed
SuperBeton,1100000.0,lendix,4.6,Clos,01848280267,36,26/03/2018,amortizing,monthly,B+,reimbursed
MINA EL AGAYBI,100000.0,credit.fr,7.8,Clos,792208845,36,22/03/2018,amortizing,monthly,C,reimbursed
Oreade Breche,150000.0,bolden,7.2,Clos,385117023,12,10/04/2018,amortizing,monthly,C,reimbursed
Bolden Specialty Finance - 2,1576080.0,bolden,0.0,Clos,,66,21/03/2018,amortizing,monthly,A,reimbursed
SARL GECO,23000.0,credit.fr,7.8,Clos,503538324,36,20/03/2018,amortizing,monthly,C,reimbursed
C&F Immobilier,18000.0,lendopolis,9.5,Clos,834379943,60,19/03/2018,amortizing,monthly,B,reimbursed
Kartogroup,1500000.0,lendix,6.5,Clos,B09249087,60,28/03/2018,amortizing,monthly,B,reimbursed
Qee #2,89000.0,lendix,5.0,Clos,494842305,36,19/03/2018,amortizing,monthly,B,reimbursed
Program di Autonoleggio Fiorentino,2100000.0,lendix,5.5,Clos,04435420486,42,20/03/2018,amortizing,monthly,B,reimbursed
DOCTEUR FAUROUX LAURENT ET ASSOCIES,25000.0,credit.fr,7.3,Clos,435263033,24,16/03/2018,amortizing,monthly,C,reimbursed
Eilegra,358000.0,lendix,5.7,Clos,808994966,3,15/03/2018,amortizing,monthly,B+,reimbursed
Ouverture agence LowCostRent à Lille,50000.0,lesentrepreteurs,8.5,Clos,534735386,36,16/04/2018,amortizing,monthly,D,reimbursed
